t,y
0,1.0
1,0.9659258262890683
2,0.8660254037844387
3,0.7071067811865476
4,0.5000000000000001
5,0.25881904510252096
6,6.123233995736766e-17
7,-0.25881904510252063
8,-0.4999999999999998
9,-0.7071067811865475
10,-0.8660254037844385
11,-0.9659258262890682
12,-1.0
13,-0.9659258262890684
14,-0.8660254037844388
15,-0.7071067811865479
16,-0.5000000000000004
17,-0.2588190451025215
18,-1.8369701987210297e-16
19,0.2588190451025203
20,0.49999999999999933
21,0.7071067811865474
22,0.8660254037844384
23,0.9659258262890681
24,1.0
25,0.9659258262890684
26,0.866025403784439
27,0.7071067811865483
28,0.5000000000000004
29,0.2588190451025216
30,1.1943401194869635e-15
31,-0.2588190451025202
32,-0.4999999999999992
33,-0.7071067811865467
34,-0.8660254037844379
35,-0.9659258262890679
36,-1.0
37,-0.9659258262890684
38,-0.8660254037844392
39,-0.7071067811865485
40,-0.5000000000000013
41,-0.25881904510252257
42,-4.286263797015736e-16
43,0.2588190451025201
44,0.4999999999999991
45,0.7071067811865466
46,0.8660254037844378
47,0.9659258262890678
48,1.0
49,0.9659258262890685
50,0.8660254037844392
51,0.7071067811865486
52,0.5000000000000014
53,0.25881904510252274
54,2.3274478990165594e-15
55,-0.5176380902050406
56,-0.9999999999999989
57,-1.414213562373094
58,-1.7320508075688763
59,-1.931851652578136
60,-2.0
61,-1.9318516525781368
62,-1.732050807568878
63,-1.4142135623730976
64,-1.0000000000000018
65,-0.5176380902050421
66,-2.5723772588460297e-15
67,0.5176380902050401
68,0.9999999999999971
69,1.4142135623730936
70,1.7320508075688754
71,1.931851652578136
72,2.0
73,1.9318516525781373
74,1.7320508075688783
75,1.4142135623730976
76,1.0000000000000022
77,0.5176380902050428
78,2.8173066186755008e-15
79,-0.5176380902050399
80,-0.9999999999999964
81,-1.4142135623730931
82,-1.732050807568875
83,-1.9318516525781357
84,-2.0
85,-1.9318516525781375
86,-1.7320508075688785
87,-1.4142135623730985
88,-1.000000000000003
89,-0.5176380902050473
90,-3.062235978504971e-15
91,0.5176380902050397
92,0.9999999999999962
93,1.4142135623730927
94,1.7320508075688745
95,1.9318516525781355
